lvl#, ch#, challengeWord, 2XLetter, allPossibleWords, has2X, splitDistanceBetweenLetters, maxSequenceLetters, firstIndex
20, 6, randentate, , ant dene rat nene att antae and nett tat ran dee date ante neat tate ree rete rad eta ane nae rate rente ranee rant adnate ana net tae eat rent rand anna ret anta ate enate den dent nee anent dentate , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 4 4 5 4 0 3 0 0 4 3 5 3 0 7 6 1 1 1 5 6 5 5 3 3 4 2 1 2 3 0 3 4 3 6 1 0 0 5 1 0 , 2 3 2 2 1 2 3 1 3 3 2 3 2 2 4 1 1 2 2 2 1 2 3 3 3 3 2 1 2 2 3 4 2 1 2 1 3 3 4 1 3 7 , 1 3 0 2 1 1 1 2 6 0 3 3 1 2 6 0 0 0 4 1 2 0 0 0 0 1 1 2 6 4 0 0 1 0 1 1 4 3 3 2 1 3 
20, 7, jobsyncope, j, joy bye scop joe once oboe ono nope ope syn bop cop obe ose syncope jobs syne job scope one sop cope syce sync , True False False True False False False False False False False False False False False True False True False False False False False False , 2 5 2 7 5 5 4 1 6 0 4 0 6 6 0 0 3 0 2 6 3 0 3 0 , 2 1 3 2 2 2 1 3 2 3 2 3 2 1 7 4 3 3 4 1 2 4 2 4 , 0 2 3 0 1 1 1 5 1 3 2 6 1 1 3 0 3 0 3 1 3 6 3 3 
20, 8, qfuelipled, , lipe fee felled fled fed full fuelled quelled felid fid eld filed ell fie lid quell fueled quid flied feed fell fulled lie lied ped fuel file pled led quip lip fud flip fil , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 5 3 5 6 3 2 3 4 6 4 4 2 5 3 3 3 6 4 5 3 3 2 2 1 0 4 0 3 3 0 6 2 4 , 3 1 3 2 1 2 4 3 3 1 2 3 2 1 2 3 4 1 2 2 2 3 2 2 2 4 2 4 2 2 3 2 3 1 , 4 1 1 1 1 1 1 0 1 1 3 1 3 1 4 0 1 0 1 1 1 1 4 4 6 1 1 6 4 0 4 1 1 1 
20, 9, lunmaretic, , mare lum let arc rec naric are lar met uric lat tic lure mic marc ureic lunt luna nae laic mart mae etic lunet unai lune net lati areic mat mar lac lunatic ret luma narc luetic unmet mac lari uretic lei lunar rei art , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 1 5 3 2 3 0 3 2 5 5 0 3 4 3 4 4 1 2 6 1 1 0 3 4 3 3 5 1 2 0 7 3 0 1 4 4 2 4 5 3 6 1 1 1 , 4 2 2 2 2 2 3 2 2 2 1 3 2 2 3 2 3 3 1 2 3 2 4 3 2 3 2 2 3 2 3 1 3 3 2 2 4 3 2 2 5 1 3 2 2 , 3 0 0 4 5 2 4 0 3 1 0 7 0 3 3 1 0 0 2 0 3 3 6 0 1 0 2 0 4 3 3 0 0 5 0 2 0 1 3 0 1 0 0 5 4 
21, 0, bflubberan, , era ern fan flub bubba bra buran burn bran blue ran flu bean flubber fub ben flue bura urn blur bur flea lubber blub fern blubber furan lube fun flan ban lean bun lea fer bub fur bluer fen , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 1 6 0 4 6 5 6 6 3 0 0 6 0 1 7 2 5 4 4 5 4 0 1 5 1 4 1 6 5 7 4 7 4 4 2 4 3 6 , 3 2 2 4 3 2 3 1 3 2 3 3 2 7 2 1 3 2 1 2 1 2 6 3 2 6 3 3 1 2 2 2 1 1 2 2 1 2 1 , 6 6 1 1 0 0 0 0 0 0 7 1 0 1 1 0 1 0 3 0 0 1 2 0 1 0 1 2 1 1 0 2 0 2 1 0 1 0 1 
21, 1, epaslaezzo, , pas ease alae azo pale ala pase lez palazzo paseo ale sae pal , False False False False False False False False False False False False False , 0 3 1 5 2 1 2 1 2 4 2 1 1 , 3 2 3 1 2 2 3 2 3 3 1 2 2 , 1 0 2 2 1 2 1 4 1 1 2 3 1 
21, 2, mcbitmetic, , mimic mimetic cite mitt etic met bet bitt mime mite tic mim mic tet bit bite , False False False False False False False False False False False False False False False False , 5 3 2 4 0 5 3 2 3 3 3 3 7 1 0 1 , 2 5 2 2 4 2 2 3 2 2 2 1 1 2 3 3 , 0 0 1 0 6 0 2 2 0 0 4 0 0 4 2 2 
21, 3, kwietrtles, , wees were res ere kirs kiers ers tres ire kites kir wiles kite wires kit kittles wit wite wites wet wits kirtle els kettles kits its ires wile wert kirtles kittle kettle kis wis wets les wire kier wee , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 4 2 3 6 5 4 2 4 5 3 4 5 4 2 3 1 4 4 1 5 3 4 3 6 5 4 4 2 3 3 3 7 6 5 0 4 2 5 , 2 1 2 1 1 2 1 2 1 2 1 3 1 2 1 4 2 2 2 2 2 4 1 4 1 1 2 2 2 5 3 3 1 2 2 3 2 2 1 , 1 1 5 3 0 0 3 4 2 0 0 1 0 1 0 0 1 1 1 1 1 0 3 0 0 2 2 1 1 0 0 0 0 1 1 7 1 0 1 
21, 4, tindoelxed, n, dex tide til deled tele doled tod indole tee tile idol deed need tole indeed idle tin index teed old dol eld dee toed told toe ole tied tiled dele doe tided nod exed tine tined noel indol led dole ted idled toled tel tie nee del indexed , False False False False False False False True False False False False True False True False True True False False False False False False False False False False False False False False True False True True True True False False False False False False False True False True , 2 2 4 2 5 2 7 2 6 5 2 3 4 5 3 4 0 2 6 3 1 2 3 6 6 3 2 6 5 2 0 5 5 1 2 5 1 1 1 2 7 4 5 4 3 4 1 2 , 1 2 2 2 2 2 1 4 1 2 2 2 2 1 3 1 3 3 2 1 2 2 1 2 1 2 1 2 2 2 3 2 1 3 3 3 3 4 2 2 1 2 2 2 2 1 2 3 , 3 0 0 3 0 3 0 1 0 0 1 3 2 0 1 1 0 1 0 4 3 5 3 0 0 0 4 0 0 3 3 0 2 5 0 0 2 1 6 3 0 1 0 0 0 2 3 1 
21, 5, rwayowarcd, w, woad rya yow arc awa roar raw raya waw yod ward orc word rad wad award ray rod war roc row oar wayward yard yar road wow way , True False False False False False False False True False True False True False True False False False True False False False True False False False True True , 5 4 0 4 2 4 3 3 2 4 5 2 5 7 6 3 1 7 4 6 3 1 2 3 2 6 2 0 , 1 1 3 2 2 2 1 2 2 2 2 2 1 1 2 3 2 1 2 1 2 2 3 2 2 1 2 3 , 1 0 3 2 2 0 0 0 1 3 1 4 1 0 1 2 0 0 1 0 0 4 1 3 3 0 1 1 
21, 6, vmulwiture, , litre vie litu mut ire lite lure ulu mire multure wit wite mule vulture lie ute lire mitre mute mir lit wire mure mite , False False False False False False False False False False False False False False False False False False False False False False False False , 2 7 1 3 2 3 3 3 5 2 0 2 5 3 4 5 3 4 5 5 1 2 5 5 , 2 1 3 2 2 2 3 2 2 4 3 3 3 4 1 1 2 2 2 1 2 2 2 2 , 3 0 3 1 5 3 3 2 1 1 4 4 1 0 3 2 3 1 1 1 3 4 1 1 
21, 7, rawpoppies, , rap raw res apes apo woe woes raws rais awes rape pes roe poi pois ope wos rai pies wop ape rope ropes raps popes opes pope pops apps apos pop roes poppies pis ops ras ais wis wops oes rapes pie awe app , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 0 7 5 1 4 4 6 6 5 5 4 6 2 3 2 5 5 3 1 5 5 5 6 2 2 2 3 5 5 0 6 0 4 3 7 6 5 4 3 5 3 5 2 , 2 3 2 2 2 1 2 3 2 2 2 2 1 2 2 2 1 2 3 2 1 2 2 2 3 2 3 3 1 2 3 2 7 1 2 2 1 1 2 2 2 2 2 1 , 0 0 0 1 1 2 2 0 0 1 0 3 0 3 3 4 2 0 3 2 1 0 0 0 3 4 3 3 1 1 3 0 3 3 4 0 1 2 2 4 0 3 1 1 
21, 8, tdamkeoff, , kef off dak take toff aff tame tao teff tam daff dam dame tae doff eff takeoff def , False False False False False False False False False False False False False False False False False False , 1 0 1 2 5 4 2 4 5 1 4 0 1 3 4 1 2 4 , 2 3 2 2 3 2 2 1 2 2 2 3 3 1 3 2 5 1 , 4 6 1 0 0 2 0 0 0 0 1 1 1 0 1 5 0 1 
21, 9, catelitist, , celt aits att tit cast alit tet cist cel cate tets ait tits alts celts tels cels cis ates lis els elitist its tis titis cat cats cates ate ais titi tel lit alt list lits als test alist , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 4 3 2 6 2 2 6 2 0 3 3 3 4 4 3 5 6 4 2 3 0 1 4 2 0 5 4 0 5 2 0 0 3 2 1 5 4 4 , 2 2 2 2 2 3 2 2 2 4 2 2 2 1 2 3 2 1 3 2 2 7 2 1 4 3 3 4 3 1 3 3 3 1 2 3 1 2 2 , 0 1 1 2 0 1 2 0 0 0 2 1 2 1 0 2 0 0 1 4 3 3 5 2 2 0 0 0 1 1 2 2 4 1 4 4 1 2 1 
22, 0, gtiearbox, x, teabox gearbox tear tea gib gie tax tier tao tiro tab box arb gar gox gab ear taro tar giro abo tie garb gear , True True False False False False True False False False False True False False True False False False False False False False False False , 2 2 1 1 4 1 5 1 4 3 3 0 0 3 6 4 0 3 2 4 1 0 3 2 , 3 6 3 2 1 2 1 3 1 2 1 3 3 2 2 1 3 2 2 1 2 3 3 3 , 1 0 1 1 0 0 1 1 1 1 1 6 4 0 0 0 3 1 1 0 4 1 0 0 
22, 1, cquaffed, , caff cuffed quaff cue cued quaffed quad aff cafe fed cad cud cuff qua , False False False False False False False False False False False False False False , 2 2 0 4 4 0 3 0 3 1 5 5 2 0 , 3 4 5 1 2 7 3 3 2 2 1 1 2 3 , 0 0 1 0 0 1 1 3 0 4 0 0 0 1 
22, 2, gcoridkdle, , gor cor gid gie ode core gride oke code rile ole col griddle orle cole oil odd ore riddle grid gore rid cod ride cork god coddle coke cord idle coil , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 0 3 7 5 5 5 5 5 3 5 5 3 4 5 4 3 5 1 2 6 0 2 3 2 3 3 5 1 2 4 , 2 3 2 1 1 3 3 1 2 2 2 2 3 2 2 1 1 2 3 3 2 3 2 3 3 1 3 2 3 2 2 , 0 1 0 0 2 1 0 2 1 3 2 1 0 2 1 2 2 2 3 0 0 3 1 3 1 0 1 1 1 4 1 
22, 3, aurbobrale, , aal aurae aurora roble bra oba boa boral robe ale rob are arbor roe able ole aba bob bora orle oral ore aural abbe abba brae obe arb role auroral ora bale bal urb bore aboral bole abo aura rale aurorae , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 5 2 3 2 1 2 1 4 7 1 7 2 5 6 3 5 0 1 2 1 3 4 6 4 3 3 1 4 2 1 3 3 0 3 3 3 2 4 4 3 , 2 3 3 2 2 2 2 3 2 2 2 1 3 1 2 2 1 3 2 2 3 1 3 1 1 2 2 2 2 3 2 3 2 3 2 3 2 2 3 3 3 , 0 0 0 2 3 4 3 3 2 0 2 0 0 2 0 4 0 3 3 4 4 4 0 0 0 3 4 0 2 0 4 3 3 1 3 0 3 0 0 2 0 
22, 4, dcutmaxway, x, may daw cut cay twa max tax awa maw cutaway day away taw way caw uta duty taxa duma cum , False False False False False True True False False False False False False False False False False True False False , 3 5 0 6 3 0 1 1 1 2 7 1 2 0 4 1 6 2 2 1 , 2 1 3 1 2 3 2 2 2 3 1 3 1 3 1 2 2 2 2 2 , 4 0 1 1 3 4 3 5 4 1 0 5 3 7 1 2 0 3 0 1 
22, 5, ditenlator, , dita tear tea nor dit diet dato tat tet teat lar dear lat tela die tao dilator dite tent dint dinar ten delator dino eat delt tor denar ear tenor tar dor diel tel den dent din ditto del into , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 4 2 3 0 4 5 3 3 2 2 6 0 1 1 4 3 0 2 4 5 0 3 5 2 4 5 5 4 3 5 7 2 1 2 4 2 4 3 4 , 3 2 2 2 3 2 3 2 2 2 2 1 3 2 2 1 5 4 3 2 2 3 5 2 2 1 2 2 1 3 1 2 2 2 2 2 2 3 1 2 , 0 2 2 4 0 0 0 2 2 2 5 0 5 2 0 2 0 0 2 0 0 2 0 0 3 0 2 0 3 2 2 0 0 2 0 0 0 0 0 1 
22, 6, gurnillder, , gill under gild gid gude rider gie griller gride rill grille giller ill rile guilder gull nide iller gilder unde urn guid gun grid guide grill rid nill rille nil gul guile ride guider guild urd , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 4 4 5 5 3 6 3 4 1 3 4 0 3 3 3 2 1 4 4 0 4 1 4 4 2 3 0 2 0 3 4 3 4 3 4 , 3 3 2 1 2 3 1 3 2 3 3 3 3 2 3 2 2 3 3 2 3 2 2 1 2 3 1 4 3 3 2 2 2 3 2 2 , 0 1 0 0 0 2 0 0 0 2 0 0 4 2 0 0 3 4 0 1 1 0 0 0 0 0 2 3 2 3 0 0 2 0 0 1 
22, 7, renistiear, , nit rester enter tear tea ria riser res retia nite rite renter tier sir sea near ree sear ens rete eta retie reis niter rente ester rent ret ear rest retear tar rentier entia tie ser rear rise nisi star rei stir , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 4 4 1 1 6 5 2 4 2 4 4 1 3 2 4 5 2 1 4 5 3 1 3 3 4 2 3 6 2 4 2 3 3 0 3 6 4 1 2 1 2 , 2 2 2 3 2 1 2 2 2 2 1 3 3 1 2 3 2 3 2 2 1 3 2 2 3 2 3 2 2 2 3 2 3 2 3 1 2 2 3 2 2 3 , 2 0 1 5 5 0 0 0 0 2 0 0 5 4 4 2 0 4 1 0 1 0 0 2 0 1 0 0 1 0 0 5 0 1 5 4 0 0 2 4 0 4 
22, 8, poacensers, , pans ons ess ars pass censes censers anes pars poser posers paces pons ers eses cees ones ace pes panes acne censer cee oases sers poses par ens acnes penes pose ane ors cess per pane pacer aces pan pace pacs peer ose cense pases pas oses oar peers pone pees oars pen pens pones pac pee ser one pase oes ass pacers , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 3 3 5 6 1 0 4 6 4 4 2 3 3 2 3 5 0 4 5 2 0 2 4 0 5 6 0 3 5 4 3 6 3 6 4 4 1 3 1 3 5 4 0 5 4 5 5 5 4 6 5 3 3 5 1 5 0 4 4 3 5 4 , 2 2 1 2 1 5 7 1 2 3 4 3 2 2 2 2 1 3 1 1 2 6 2 2 4 2 1 3 2 2 2 1 2 2 1 1 3 3 1 3 2 2 2 5 2 1 2 2 3 2 1 2 2 3 2 2 1 3 1 2 1 1 3 , 0 1 4 2 0 3 3 2 0 0 0 0 0 4 4 3 1 2 0 0 2 3 3 1 6 0 0 4 2 0 0 2 1 3 0 0 0 2 0 0 0 0 1 3 0 0 1 1 0 0 0 1 0 0 0 0 0 6 1 0 1 2 0 
22, 9, kjetyonsis, , sis ons ess kos jeton tons joss yonis jeon eons keto jess jets eon ens koi toss key yon ken ton keys kois jet koss tis ketosis jetons kis kens yoni , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 0 0 5 5 1 1 5 1 2 2 2 5 3 2 3 6 3 2 0 4 1 4 6 0 6 4 3 1 7 4 1 , 3 3 1 1 3 3 1 3 2 3 2 2 3 2 2 1 1 1 3 1 2 1 2 3 1 2 3 3 2 2 3 , 7 5 2 0 1 3 1 4 1 2 0 1 1 2 2 0 3 0 4 0 3 0 0 1 0 3 0 1 0 0 4 
23, 0, cvasomcara, , som soma ama cor coca soca vas vac vara car coma var cascara casa soar mar caca ora oar scar mara sora vasa oca cam , False False False False False False False False False False False False False False False False False False False False False False False False False , 0 1 3 6 4 1 0 3 5 6 4 5 3 4 2 1 4 3 2 2 1 3 3 1 3 , 3 3 1 1 2 2 3 2 2 1 2 2 4 2 2 2 2 2 2 3 3 2 3 2 1 , 3 3 2 0 0 3 1 1 1 0 0 1 0 0 3 5 0 4 4 3 5 3 1 4 0 
23, 1, outbanlck, , ban bal balk bank out back tack oak outback oba talk tan uta talc tank , False False False False False False False False False False False False False False False , 0 1 2 2 0 2 3 6 2 2 3 1 1 2 3 , 3 2 2 3 3 2 2 1 5 2 1 2 2 2 2 , 3 3 3 3 0 3 2 0 0 0 2 2 1 2 2 
23, 2, mishsivore, , hie more missive miso ire shiv sore sir hire mise mire mis ore hive voe miss mor shive mho she hoe shore mir sire shire shoe , False False False False False False False False False False False False False False False False False False False False False False False False False False , 4 6 3 4 6 1 4 4 3 6 6 0 0 3 1 1 6 3 5 5 4 3 6 4 3 4 , 1 3 3 3 2 2 3 1 2 3 2 3 3 2 2 3 2 2 1 2 1 3 2 2 2 2 , 3 0 0 0 1 2 2 2 3 0 0 0 7 3 6 0 0 2 0 2 3 2 0 2 2 2 
23, 3, maeburoras, , mars era aurora buras auroras moa aas abs ars murras murrs bra maes boa boras mora ers errs aero bus muras burr murr boas moas maras eras bos aba brr arras bura bora burrs mas ors euro bur err bras mae bas murra mura eros abas mus mor euros mar bro ora mors mos moras ras burs mara abo auras aura abos bros , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 6 4 2 2 2 6 6 6 6 4 5 3 6 3 2 5 5 4 2 4 5 1 4 3 6 5 4 4 5 2 4 2 2 2 7 1 1 0 3 3 0 4 4 5 4 5 7 5 3 3 1 0 6 7 5 2 3 5 3 4 4 5 3 , 2 1 5 3 6 1 2 1 1 3 2 1 3 1 4 3 1 1 2 2 2 3 2 2 2 2 2 1 1 1 3 3 3 3 2 2 3 3 1 2 3 2 2 2 2 2 1 2 3 2 2 3 2 1 4 2 3 2 1 2 2 1 2 , 0 2 1 3 1 0 1 1 1 0 0 3 0 3 3 0 2 2 1 3 0 3 0 3 0 0 2 3 1 3 1 3 3 3 0 6 2 3 2 3 0 3 0 0 2 1 0 0 2 0 3 6 0 0 0 5 3 0 1 1 1 1 3 
23, 4, leagiggles, , las eagle gies eggs ags lag egg gig eagles lees ale age leas gie leg iggs gigs giggles giggle egis lis legs ales els lee lie ails agile leis lags leges ail ais lea lies ages les leal lei als igg , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 7 3 3 5 5 1 2 0 3 6 4 4 6 3 1 2 3 0 0 5 7 6 4 6 6 6 4 2 6 6 5 3 5 0 6 4 7 4 2 5 0 , 1 3 2 1 2 2 1 3 3 2 2 2 3 2 2 3 3 7 6 2 1 2 3 1 2 1 1 3 2 2 2 1 1 3 2 2 2 3 2 1 3 , 0 1 3 1 2 0 1 3 1 0 2 2 0 3 0 4 3 3 3 1 0 0 2 1 0 0 2 2 0 0 0 2 2 0 0 2 0 0 0 2 4 
23, 5, gtsridudle, , sue tide til tile gid gude gie gride sidle rile griddle true dud riddle grid due rid tule rule gul rude dude grue ride tie rue side sri idle , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 5 5 5 3 6 7 5 3 3 3 5 0 1 2 2 0 5 3 6 3 1 6 3 6 4 4 0 2 , 1 2 1 2 2 2 1 3 2 2 3 1 3 3 3 2 3 2 2 1 2 3 1 3 1 1 2 3 2 , 2 1 1 1 0 0 0 0 2 3 0 1 5 3 0 5 3 1 3 0 3 5 0 3 1 3 2 2 4 
23, 6, emisodstep, , misos mote step eds ids mode ess ems emit eme sot mods miso ode ods mop mist emote sods mise moste mot mis sod miss mids midst mod ose mid mos eide most sos sop mite misstep , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 1 4 3 4 2 4 4 1 4 6 2 2 0 2 0 6 3 4 0 4 3 4 0 0 2 2 2 2 2 2 3 5 3 1 4 4 2 , 4 2 3 2 2 2 1 2 3 2 2 3 4 2 3 1 3 2 4 3 3 1 3 3 3 2 3 2 1 2 1 1 2 2 2 2 4 , 1 1 3 0 2 1 0 0 0 0 3 1 1 4 4 1 1 0 3 1 1 1 1 3 1 1 1 1 4 1 1 0 1 3 3 1 1 
23, 7, matcvidify, v, vid may acidify acid dif midi acidy mac avid tidy mat mad maid mid aid , True False False False False False False False True False False False False False False , 0 7 2 2 0 4 4 1 2 4 0 4 3 4 3 , 3 2 5 2 3 3 2 2 3 2 3 2 2 2 2 , 4 0 1 1 6 0 1 0 1 2 0 0 0 0 1 
23, 8, vexcpigter, x, cig vie vet vex vexer pier vier veg pig citer veer excite exciter per pit eger cite vig vee pie exit vext , False False False True True False False False False False False True True False False False False False False False True True , 1 6 5 0 5 2 6 4 0 2 6 2 2 3 1 5 2 4 6 2 3 4 , 2 1 2 3 3 2 2 2 3 3 2 3 3 2 2 2 2 2 2 2 2 3 , 3 0 0 0 0 4 0 0 4 3 0 1 1 4 4 1 3 0 0 4 1 0 
23, 9, getomters, , gor gem gees ems toter tote goes toes omers get gos goer eme ers tomes gomers toe gee tome got goers totes tors ors gomer getters getter gems oms toms tor toters tots emes gets tom tot omer oes , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 5 2 5 5 1 1 5 3 1 0 6 4 3 5 2 3 2 4 1 3 4 2 3 3 3 2 2 5 3 3 3 1 3 4 5 0 1 1 3 , 1 2 2 1 3 2 1 2 3 3 1 2 1 2 3 3 2 2 3 1 3 2 2 2 2 4 3 2 2 3 2 4 2 1 3 3 2 2 1 , 0 0 0 1 2 2 0 2 3 0 0 0 1 1 2 0 2 0 2 0 0 2 2 3 0 0 0 0 3 2 2 2 2 1 0 2 2 3 3 
24, 0, bipeydatl, b, bel bet pedal pet peal bat bey beat bit pat dal bipedal ped eat pal pea bal pya bed bid biped peat , True True False False False True True True True False False True False False False False True False True True True False , 6 5 2 3 3 5 2 4 5 3 1 2 1 2 4 2 6 2 3 3 1 2 , 1 1 2 2 2 2 2 2 2 2 2 4 2 2 1 2 1 1 1 2 4 2 , 0 0 2 2 2 0 0 0 0 2 5 0 2 3 2 2 0 2 0 0 0 2 
24, 1, gsypemcula, , gul gem specula pea gyp pula pec spec emu yea sec gym sea spa gel pul ecu sel , False False False False False False False False False False False False False False False False False False , 6 3 2 4 1 3 1 2 1 5 3 3 6 6 6 3 1 5 , 2 2 4 2 2 3 2 2 2 1 1 1 1 1 1 2 2 1 , 0 0 1 3 0 3 3 1 4 2 1 0 1 1 0 3 4 1 
24, 2, tgamnbonls, b, gals mon ons abs gams gaols gaol gos tons mol tans anon mons gas mols ambo tao bos tam tan tab tabs tams gambs gal gam gambols gan ton gamb nos ambos gab tas mos gabs taos abo gambol abos als , False False False True False False False False False False False False False False False True False True False False True True False True False False True False False True False True True False False True False True True True False , 5 2 1 5 5 4 4 6 6 3 6 2 3 6 3 1 4 2 1 2 3 6 6 4 5 0 2 1 5 1 3 3 2 7 4 5 6 2 2 4 5 , 2 2 2 1 3 2 2 1 2 1 1 2 2 2 2 2 1 2 2 1 1 1 2 3 2 3 3 2 2 3 1 2 2 1 1 2 1 2 3 2 2 , 1 3 6 2 1 1 1 1 0 3 0 2 3 1 3 2 0 5 0 0 0 0 0 1 1 1 1 1 0 1 4 2 1 0 3 1 0 2 1 2 2 
24, 3, nemvycelia, , mel cel via neve nema nevi eve yea myc eel nee mycelia eme eye vela , False False False False False False False False False False False False False False False , 3 0 4 3 6 5 3 3 1 4 4 1 3 3 3 , 2 3 2 2 3 2 1 1 2 2 2 6 2 1 2 , 2 5 3 0 0 0 1 4 2 1 0 2 1 1 3 
24, 4, cdhevciokt, , dot dev chi heck cot dit check hot deck hit cheviot deco chit het , False False False False False False False False False False False False False False , 6 1 4 3 7 6 4 5 4 5 3 3 6 5 , 1 2 1 2 1 1 2 1 1 1 3 1 1 2 , 1 1 0 2 0 1 0 2 1 2 0 1 0 2 
24, 5, eyuglaegna, , glen lag gleg euglena yule egg leg gag gaen eye ulan gen ulna gae yag gaga eyen aga gan yen ana yea yuga lea yuan yulan elan , False False False False False False False False False False False False False False False False False False False False False False False False False False False , 2 1 1 3 2 5 1 2 2 4 3 3 4 1 4 3 5 2 3 5 2 6 1 3 4 3 5 , 2 2 2 3 2 1 2 1 2 2 2 1 2 2 1 1 2 1 1 1 2 1 3 1 2 2 2 , 3 4 3 0 1 0 4 3 3 0 2 3 2 3 1 3 0 5 3 1 5 1 1 4 1 1 0 
24, 6, caxvemaln, , aal axel caveman axman ama ave cave ava axal man veal axeman can cel van cam axe , False False False False False False False False False False False False False False False False False , 4 3 2 3 3 1 1 3 3 1 1 2 6 5 3 3 1 , 2 2 4 2 2 2 2 1 2 2 2 3 2 1 1 2 2 , 1 1 0 1 1 1 0 1 1 5 3 1 0 0 3 0 1 
24, 7, phafwsnium, , has aim hum paw nim psi him haw awn sim piu hafnium sum paws pan ani ham haws pas phi pawn pam , False False False False False False False False False False False False False False False False False False False False False False , 2 5 6 2 1 5 6 1 2 2 6 2 2 2 4 3 6 1 3 5 3 7 , 2 1 2 1 2 1 1 2 1 1 2 4 2 2 1 2 2 2 1 2 1 1 , 1 2 1 0 6 0 1 1 2 5 0 1 5 0 0 2 1 1 0 0 0 0 
24, 8, vlicrinhal, , vina lin via ria rial liri viral rin lich ich vinal lira virl vial vicinal , False False False False False False False False False False False False False False False , 5 3 6 2 2 1 5 0 3 3 5 4 6 6 3 , 1 2 1 2 2 2 2 3 3 2 2 2 1 2 2 , 0 1 0 4 4 1 0 4 1 2 0 1 0 0 0 
24, 9, vfaquexro, , aero fur var vau faro vaquero faux fer fro vex far fax , False False False False False False False False False False False False , 3 4 5 2 4 2 2 4 5 4 4 3 , 2 1 1 1 2 4 2 1 2 2 2 2 , 2 1 0 0 1 0 1 1 1 0 1 1 
25, 0, celmtnsers, , ems ess else celt censers censes ers eme eses cees censer cee celts sers cels ens cess cetes els emes elm ser les cete cense cel elms , False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 6 3 1 3 4 6 4 5 6 3 5 2 0 3 3 6 5 3 5 0 0 5 4 3 0 2 , 1 1 2 3 5 3 2 1 2 2 4 2 3 4 3 2 2 2 2 1 3 3 1 2 3 3 3 , 1 1 1 0 0 0 1 1 1 0 0 0 0 6 0 1 0 0 1 1 1 6 2 0 0 0 1 
25, 1, acpaceuser, , pus aas apse accuser accuse paces apes causer ace pes cue cee apace pur car par user ape pacer per aces pauser pace pacs peer aper cur pas case cause pac pee ser pase pause use , False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False False , 3 5 5 3 3 1 4 3 3 3 5 5 1 5 6 5 0 3 3 5 4 2 0 2 4 6 6 3 4 3 0 4 0 3 2 0 , 2 1 2 4 3 4 1 4 2 1 1 1 4 1 1 2 4 1 4 1 2 4 4 3 2 1 1 2 2 3 3 1 3 2 3 3 , 2 0 0 0 0 2 0 1 0 2 1 1 0 2 1 2 6 0 2 2 0 2 2 2 2 0 1 2 1 1 2 2 7 2 2 6 
25, 2, nicearmark, , arm era ark arak nice ama nim ice near nicer car ick earmark err nema nam nark mark mar carr cark ear nick irk cam , False False False False False False False False False False False False False False False False False False False False False False False False False , 0 2 3 2 0 1 4 0 2 1 1 6 0 3 4 4 6 0 0 3 4 0 6 6 2 , 3 1 2 2 4 2 2 3 3 4 2 2 7 1 2 1 2 4 3 2 2 3 3 1 1 , 4 3 4 4 0 4 0 1 0 0 2 1 3 3 0 0 0 6 6 2 2 3 0 1 2 
